Date,Month,Year,Holidays_Count,Days,PM2.5,PM10,NO2,SO2,CO,Ozone,AQI,DateTime,Season,IsWeekend,DayName,AvgPollution,MaxPollution,MinPollution,StdPollution,AQI_Category
1,1,2021,0,5,408.8,442.42,160.61,12.95,2.77,43.19,462,2021-01-01,Winter,0,Friday,178.45666666666668,442.42,2.77,199.8041684917176,Severe
2,1,2021,0,6,404.04,561.95,52.85,5.18,2.6,16.43,482,2021-01-02,Winter,1,Saturday,173.84166666666667,561.95,2.6,245.2783045780174,Severe
3,1,2021,1,7,225.07,239.04,170.95,10.93,1.4,44.29,263,2021-01-03,Winter,1,Sunday,115.27999999999997,239.04,1.4,108.9648453401371,Poor
4,1,2021,0,1,89.55,132.08,153.98,10.42,1.01,49.19,207,2021-01-04,Winter,0,Monday,72.705,153.98,1.01,63.22550078884311,Poor
5,1,2021,0,2,54.06,55.54,122.66,9.7,0.64,48.88,149,2021-01-05,Winter,0,Tuesday,48.57999999999999,122.66,0.64,43.30428708569165,Moderately Polluted
6,1,2021,0,3,155.59,180.14,142.71,10.29,1.18,44.47,252,2021-01-06,Winter,0,Wednesday,89.06333333333335,180.14,1.18,79.39270134380531,Poor
7,1,2021,0,4,118.39,131.18,98.87,9.81,0.73,48.6,288,2021-01-07,Winter,0,Thursday,67.93,131.18,0.73,56.163121352004644,Poor
8,1,2021,0,5,140.05,184.29,102.61,10.34,0.79,43.06,248,2021-01-08,Winter,0,Friday,80.19000000000001,184.29,0.79,74.14135876823407,Poor
9,1,2021,0,6,144.01,192.43,108.43,10.41,0.85,42.23,326,2021-01-09,Winter,1,Saturday,83.06000000000002,192.43,0.85,77.49055658594794,Very Poor
10,1,2021,1,7,131.57,180.38,93.31,9.92,0.69,51.96,284,2021-01-10,Winter,1,Sunday,77.97166666666666,180.38,0.69,70.53453719041946,Poor
11,1,2021,0,1,135.92,208.99,105.07,10.49,0.75,55.06,281,2021-01-11,Winter,0,Monday,86.04666666666667,208.99,0.75,79.88592433380656,Poor
12,1,2021,0,2,172.48,220.74,111.52,10.21,0.91,41.69,329,2021-01-12,Winter,0,Tuesday,92.925,220.74,0.91,90.49309691904682,Very Poor
13,1,2021,0,3,224.71,330.04,125.83,7.27,1.22,31.49,378,2021-01-13,Winter,0,Wednesday,120.09333333333335,330.04,1.22,133.98931579296413,Very Poor
14,1,2021,0,4,345.82,417.42,142.59,8.49,1.75,32.11,422,2021-01-14,Winter,0,Thursday,158.03,417.42,1.75,181.89455527860088,Severe
15,1,2021,0,5,462.62,517.76,178.15,10.11,2.51,25.81,456,2021-01-15,Winter,0,Friday,199.4933333333333,517.76,2.51,234.8698501440035,Severe
16,1,2021,0,6,185.66,230.76,124.98,7.39,1.65,27.53,388,2021-01-16,Winter,1,Saturday,96.32833333333332,230.76,1.65,98.46843380833609,Very Poor
17,1,2021,1,7,222.01,249.23,136.15,9.56,1.4,36.8,342,2021-01-17,Winter,1,Sunday,109.19166666666665,249.23,1.4,109.40889240215654,Very Poor
18,1,2021,0,1,232.16,318.1,210.31,14.92,1.32,28.17,401,2021-01-18,Winter,0,Monday,134.16333333333333,318.1,1.32,135.89353872302638,Severe
19,1,2021,0,2,227.93,299.28,185.82,12.98,1.69,23.02,400,2021-01-19,Winter,0,Tuesday,125.12,299.28,1.69,128.70186183579474,Very Poor
20,1,2021,0,3,159.91,193.78,142.41,7.45,0.88,31.96,322,2021-01-20,Winter,0,Wednesday,89.39833333333333,193.78,0.88,85.47262846471183,Very Poor
21,1,2021,0,4,182.39,243.84,276.46,5.6,1.5,33.7,328,2021-01-21,Winter,0,Thursday,123.91500000000002,276.46,1.5,125.05512860334838,Very Poor
22,1,2021,0,5,310.98,358.0,181.5,4.4,2.29,26.88,412,2021-01-22,Winter,0,Friday,147.34166666666667,358.0,2.29,160.19022971662994,Severe
23,1,2021,0,6,170.36,213.65,143.41,4.06,0.75,34.18,362,2021-01-23,Winter,1,Saturday,94.40166666666664,213.65,0.75,92.68284704661735,Very Poor
24,1,2021,1,7,230.38,287.86,123.99,3.05,0.81,27.77,370,2021-01-24,Winter,1,Sunday,112.30999999999999,287.86,0.81,123.62180956449392,Very Poor
25,1,2021,0,1,186.34,311.67,17.33,6.28,1.25,25.82,345,2021-01-25,Winter,0,Monday,91.44833333333334,311.67,1.25,128.60171125092648,Very Poor
26,1,2021,1,2,207.46,344.53,21.93,9.03,1.34,26.24,369,2021-01-26,Winter,0,Tuesday,101.755,344.53,1.34,142.0344263550214,Very Poor
27,1,2021,0,3,216.71,397.43,34.5,7.94,1.23,24.33,371,2021-01-27,Winter,0,Wednesday,113.69000000000001,397.43,1.23,160.75328164613,Very Poor
28,1,2021,0,4,294.71,496.55,40.31,9.89,1.9,26.13,373,2021-01-28,Winter,0,Thursday,144.915,496.55,1.9,204.8525510458681,Very Poor
29,1,2021,0,5,301.61,396.57,118.81,4.94,2.28,21.55,440,2021-01-29,Winter,0,Friday,140.96,396.57,2.28,169.48619294798027,Severe
30,1,2021,0,6,209.05,306.17,99.31,4.76,1.46,30.8,363,2021-01-30,Winter,1,Saturday,108.59166666666665,306.17,1.46,124.51905579736248,Very Poor
31,1,2021,1,7,222.87,323.33,123.23,4.43,2.06,26.95,368,2021-01-31,Winter,1,Sunday,117.145,323.33,2.06,132.52277053397276,Very Poor
1,2,2021,0,1,285.13,398.91,117.62,4.76,2.09,30.4,400,2021-02-01,Winter,0,Monday,139.81833333333333,398.91,2.09,166.08368799092423,Very Poor
2,2,2021,0,2,304.79,416.62,127.92,6.06,2.5,24.16,408,2021-02-02,Winter,0,Tuesday,147.00833333333333,416.62,2.5,175.37997245029624,Severe
3,2,2021,0,3,209.32,299.0,159.84,3.83,1.92,28.02,367,2021-02-03,Winter,0,Wednesday,116.98833333333333,299.0,1.92,124.45926472812968,Very Poor
4,2,2021,0,4,134.66,170.25,114.15,3.13,1.04,36.53,352,2021-02-04,Winter,0,Thursday,76.62666666666667,170.25,1.04,72.47626333267097,Very Poor
5,2,2021,0,5,68.49,116.65,113.61,3.82,0.72,30.54,142,2021-02-05,Winter,0,Friday,55.63833333333334,116.65,0.72,52.114090768876196,Moderately Polluted
6,2,2021,0,6,131.68,182.92,102.59,5.08,0.85,34.79,261,2021-02-06,Winter,1,Saturday,76.31833333333334,182.92,0.85,74.31554599588613,Poor
7,2,2021,1,7,180.68,241.07,96.85,5.47,1.18,34.4,279,2021-02-07,Winter,1,Sunday,93.27499999999999,241.07,1.18,99.14963373608599,Poor
8,2,2021,0,1,243.78,369.18,108.35,4.32,1.73,30.28,375,2021-02-08,Winter,0,Monday,126.27333333333335,369.18,1.73,150.15398012262833,Very Poor
9,2,2021,0,2,226.95,332.06,149.74,4.89,1.89,27.91,385,2021-02-09,Winter,0,Tuesday,123.90666666666665,332.06,1.89,136.2948962605228,Very Poor
10,2,2021,0,3,250.09,373.71,139.35,5.43,2.4,27.67,359,2021-02-10,Winter,0,Wednesday,133.10833333333332,373.71,2.4,152.3919276624148,Very Poor
11,2,2021,0,4,201.81,317.99,105.41,4.6,1.72,24.75,370,2021-02-11,Winter,0,Thursday,109.38,317.99,1.72,127.9132196451954,Very Poor
12,2,2021,0,5,240.74,352.71,109.33,3.8,1.96,30.18,310,2021-02-12,Winter,0,Friday,123.12,352.71,1.96,144.4237156425495,Very Poor
13,2,2021,0,6,165.42,213.89,114.93,4.35,2.45,21.25,319,2021-02-13,Winter,1,Saturday,87.04833333333333,213.89,2.45,90.9215341746204,Very Poor
14,2,2021,1,7,198.9,286.26,104.33,4.7,2.07,28.86,371,2021-02-14,Winter,1,Sunday,104.18666666666668,286.26,2.07,116.72262157211287,Very Poor
15,2,2021,0,1,174.53,292.2,112.66,3.85,2.0,18.42,335,2021-02-15,Winter,0,Monday,100.61,292.2,2.0,116.75420574865815,Very Poor
16,2,2021,0,2,182.05,278.41,116.09,3.87,1.81,25.66,344,2021-02-16,Winter,0,Tuesday,101.315,278.41,1.81,112.44512612825868,Very Poor
17,2,2021,0,3,214.19,333.83,102.23,4.54,1.86,23.61,367,2021-02-17,Winter,0,Wednesday,113.37666666666667,333.83,1.86,135.07530487349143,Very Poor
18,2,2021,0,4,167.49,249.49,97.38,4.55,1.7,24.92,335,2021-02-18,Winter,0,Thursday,90.92166666666667,249.49,1.7,100.8217503154288,Very Poor
19,2,2021,0,5,186.42,276.56,100.15,4.89,2.08,17.37,340,2021-02-19,Winter,0,Friday,97.91166666666668,276.56,2.08,113.20570752690283,Very Poor
20,2,2021,0,6,127.6,208.49,84.16,4.04,1.9,21.84,293,2021-02-20,Winter,1,Saturday,74.67166666666667,208.49,1.9,82.30980024679118,Poor
21,2,2021,1,7,209.65,300.97,87.44,3.43,1.85,36.61,356,2021-02-21,Winter,1,Sunday,106.65833333333332,300.97,1.85,122.70394947460603,Very Poor
22,2,2021,0,1,206.34,334.88,107.27,3.83,2.07,34.37,352,2021-02-22,Winter,0,Monday,114.79333333333335,334.88,2.07,132.93822424971182,Very Poor
23,2,2021,0,2,201.0,367.24,102.69,6.75,1.98,29.32,339,2021-02-23,Winter,0,Tuesday,118.16333333333336,367.24,1.98,143.48878627497922,Very Poor
24,2,2021,0,3,243.42,420.65,111.14,6.47,2.78,27.42,350,2021-02-24,Winter,0,Wednesday,135.3133333333333,420.65,2.78,167.02998241832714,Very Poor
25,2,2021,0,4,193.5,352.73,89.82,4.2,2.07,27.52,337,2021-02-25,Winter,0,Thursday,111.64,352.73,2.07,138.51113529243779,Very Poor
26,2,2021,0,5,164.34,297.78,101.71,3.68,1.99,23.51,295,2021-02-26,Winter,0,Friday,98.835,297.78,1.99,116.60666134488201,Poor
27,2,2021,0,6,81.79,268.51,36.22,3.64,1.16,33.52,225,2021-02-27,Winter,1,Saturday,70.80666666666666,268.51,1.16,101.14919073658801,Poor
28,2,2021,1,7,98.08,239.96,35.06,5.51,0.75,50.07,235,2021-02-28,Winter,1,Sunday,71.57166666666667,239.96,0.75,89.70239493272554,Poor
1,3,2021,0,1,97.62,247.38,32.72,5.71,0.72,43.21,187,2021-03-01,Summer,0,Monday,71.22666666666667,247.38,0.72,93.01389738456649,Moderately Polluted
2,3,2021,0,2,100.87,272.73,27.87,8.86,0.53,58.17,227,2021-03-02,Summer,0,Tuesday,78.17166666666667,272.73,0.53,102.1085885548648,Poor
3,3,2021,0,3,131.63,264.11,36.28,10.91,1.0,37.3,259,2021-03-03,Summer,0,Wednesday,80.205,264.11,1.0,101.30256990817163,Poor
4,3,2021,0,4,157.94,343.04,40.72,7.16,1.96,41.65,276,2021-03-04,Summer,0,Thursday,98.745,343.04,1.96,132.33743472653532,Poor
5,3,2021,0,5,139.43,309.98,34.06,4.88,1.05,43.07,290,2021-03-05,Summer,0,Friday,88.745,309.98,1.05,119.427216789139,Poor
6,3,2021,0,6,121.86,257.23,32.67,6.38,0.87,42.58,257,2021-03-06,Summer,1,Saturday,76.93166666666667,257.23,0.87,98.41553849198138,Poor
7,3,2021,1,7,154.41,300.45,38.21,7.92,2.38,50.3,270,2021-03-07,Summer,1,Sunday,92.27833333333332,300.45,2.38,115.82693182790722,Poor
8,3,2021,0,1,110.05,233.19,43.89,4.32,1.46,42.61,227,2021-03-08,Summer,0,Monday,72.58666666666666,233.19,1.46,87.90719166636293,Poor
9,3,2021,0,2,157.38,323.11,38.29,3.27,1.52,32.2,297,2021-03-09,Summer,0,Tuesday,92.62833333333333,323.11,1.52,126.65263920134736,Poor
10,3,2021,0,3,91.85,192.7,39.4,3.58,0.74,26.03,205,2021-03-10,Summer,0,Wednesday,59.04999999999999,192.7,0.74,73.33700621105282,Poor
11,3,2021,1,4,121.57,233.44,56.27,4.22,1.7,31.05,262,2021-03-11,Summer,0,Thursday,74.70833333333333,233.44,1.7,89.37180974259537,Poor
12,3,2021,0,5,85.57,207.14,50.96,4.43,1.16,25.73,203,2021-03-12,Summer,0,Friday,62.498333333333335,207.14,1.16,77.55369686008957,Poor
13,3,2021,0,6,138.97,245.6,42.87,4.24,1.23,26.71,236,2021-03-13,Summer,1,Saturday,76.60333333333334,245.6,1.23,96.94776772400006,Poor
14,3,2021,1,7,132.36,253.72,39.84,4.11,0.74,30.27,251,2021-03-14,Summer,1,Sunday,76.84000000000002,253.72,0.74,98.98245561714461,Poor
15,3,2021,0,1,126.93,265.71,40.58,3.79,0.86,28.14,219,2021-03-15,Summer,0,Monday,77.66833333333334,265.71,0.86,102.92959601915604,Poor
16,3,2021,0,2,146.41,391.08,39.3,3.5,0.86,20.61,277,2021-03-16,Summer,0,Tuesday,100.29333333333334,391.08,0.86,152.3214954846054,Poor
17,3,2021,0,3,138.5,358.46,40.96,4.95,0.78,20.82,352,2021-03-17,Summer,0,Wednesday,94.07833333333333,358.46,0.78,139.0738866094806,Very Poor
18,3,2021,0,4,152.31,380.31,41.81,4.93,1.03,20.78,313,2021-03-18,Summer,0,Thursday,100.195,380.31,1.03,148.19247912765343,Very Poor
19,3,2021,0,5,114.38,311.33,42.18,4.77,0.76,27.42,298,2021-03-19,Summer,0,Friday,83.47333333333333,311.33,0.76,118.95941184566551,Poor
20,3,2021,0,6,145.03,284.59,54.15,5.57,1.04,17.7,264,2021-03-20,Summer,1,Saturday,84.67999999999999,284.59,1.04,111.60517335679378,Poor
21,3,2021,1,7,186.0,404.45,16.67,17.52,0.92,24.98,316,2021-03-21,Summer,1,Sunday,108.42333333333333,404.45,0.92,160.53147562601754,Very Poor
22,3,2021,0,1,85.87,328.0,13.09,8.61,0.73,18.14,283,2021-03-22,Summer,0,Monday,75.74,328.0,0.73,127.3683194518951,Poor
23,3,2021,0,2,75.4,281.04,105.4,6.32,1.75,17.33,232,2021-03-23,Summer,0,Tuesday,81.20666666666666,281.04,1.75,106.35224410733734,Poor
24,3,2021,0,3,90.99,181.2,69.97,6.43,0.88,37.66,177,2021-03-24,Summer,0,Wednesday,64.52166666666666,181.2,0.88,67.06794030434114,Moderately Polluted
25,3,2021,0,4,83.85,208.21,8.58,8.25,0.53,19.28,194,2021-03-25,Summer,0,Thursday,54.783333333333324,208.21,0.53,81.1031727287328,Moderately Polluted
26,3,2021,0,5,110.6,228.02,12.28,14.86,0.7,22.46,221,2021-03-26,Summer,0,Friday,64.82,228.02,0.7,89.32216477448361,Poor
27,3,2021,0,6,166.83,307.27,13.77,23.44,0.85,27.62,268,2021-03-27,Summer,1,Saturday,89.96333333333332,307.27,0.85,122.62897466205393,Poor
28,3,2021,1,7,181.38,336.8,15.77,19.59,0.85,29.59,268,2021-03-28,Summer,1,Sunday,97.33000000000003,336.8,0.85,134.9095419901795,Poor
29,3,2021,1,1,111.31,356.5,66.61,7.14,1.56,37.62,215,2021-03-29,Summer,0,Monday,96.78999999999998,356.5,1.56,133.54992414823755,Poor
30,3,2021,0,2,71.45,378.18,4.43,8.69,0.57,40.79,248,2021-03-30,Summer,0,Tuesday,84.01833333333333,378.18,0.57,146.64925699323086,Poor
31,3,2021,0,3,67.01,293.43,40.76,16.02,0.49,58.43,152,2021-03-31,Summer,0,Wednesday,79.35666666666667,293.43,0.49,107.83222591909464,Moderately Polluted
1,4,2021,0,4,62.95,278.87,40.55,28.06,0.88,62.68,231,2021-04-01,Summer,0,Thursday,78.99833333333333,278.87,0.88,100.64589637271193,Poor
2,4,2021,1,5,85.17,218.59,58.47,31.37,1.23,45.1,197,2021-04-02,Summer,0,Friday,73.32166666666667,218.59,1.23,76.44273266090549,Moderately Polluted
3,4,2021,0,6,69.14,189.48,69.28,17.71,1.4,43.44,159,2021-04-03,Summer,1,Saturday,65.07499999999999,189.48,1.4,66.74853159433546,Moderately Polluted
4,4,2021,1,7,94.37,250.37,78.08,28.72,1.66,35.48,198,2021-04-04,Summer,1,Sunday,81.44666666666667,250.37,1.66,89.41184209413576,Moderately Polluted
5,4,2021,0,1,76.91,230.03,79.56,20.31,1.81,54.96,188,2021-04-05,Summer,0,Monday,77.26333333333334,230.03,1.81,80.96589446592105,Moderately Polluted
6,4,2021,0,2,172.48,455.72,18.73,17.63,1.18,47.63,377,2021-04-06,Summer,0,Tuesday,118.895,455.72,1.18,176.3777660307557,Very Poor
7,4,2021,0,3,78.51,293.92,9.0,9.48,0.57,39.89,304,2021-04-07,Summer,0,Wednesday,71.895,293.92,0.57,112.5183076214711,Very Poor
8,4,2021,0,4,72.39,179.66,54.12,9.76,1.4,50.08,152,2021-04-08,Summer,0,Thursday,61.23499999999999,179.66,1.4,64.11532539104827,Moderately Polluted
9,4,2021,0,5,62.75,170.91,55.34,15.53,1.36,55.41,157,2021-04-09,Summer,0,Friday,60.21666666666666,170.91,1.36,59.61094384982229,Moderately Polluted
10,4,2021,0,6,89.09,241.68,67.94,25.88,1.65,41.17,189,2021-04-10,Summer,1,Saturday,77.90166666666666,241.68,1.65,85.92734359135436,Moderately Polluted
11,4,2021,1,7,83.4,223.02,64.4,20.13,1.65,42.99,181,2021-04-11,Summer,1,Sunday,72.59833333333334,223.02,1.65,79.33953854583896,Moderately Polluted
12,4,2021,0,1,116.89,295.56,79.81,22.39,1.79,39.73,226,2021-04-12,Summer,0,Monday,92.695,295.56,1.79,107.6266070727866,Poor
13,4,2021,0,2,119.0,314.03,74.66,26.81,1.78,39.16,279,2021-04-13,Summer,0,Tuesday,95.90666666666664,314.03,1.78,114.38258113308453,Poor
14,4,2021,1,3,73.31,234.69,56.01,18.07,1.41,42.58,214,2021-04-14,Summer,0,Wednesday,71.01166666666667,234.69,1.41,84.23360479444453,Poor
15,4,2021,0,4,97.54,286.71,60.28,22.82,1.58,42.53,235,2021-04-15,Summer,0,Thursday,85.24333333333333,286.71,1.58,104.0037004469873,Poor
16,4,2021,0,5,132.11,323.16,71.69,19.4,1.69,43.17,232,2021-04-16,Summer,0,Friday,98.53666666666668,323.16,1.69,119.17290861041644,Poor
17,4,2021,0,6,51.27,130.61,42.83,2.59,1.23,27.52,142,2021-04-17,Summer,1,Saturday,42.675000000000004,130.61,1.23,47.666826095304486,Moderately Polluted
18,4,2021,1,7,87.02,197.75,49.58,6.28,1.57,35.45,161,2021-04-18,Summer,1,Sunday,62.941666666666656,197.75,1.57,73.02657692009579,Moderately Polluted
19,4,2021,0,1,99.27,260.87,54.65,9.73,1.51,38.11,212,2021-04-19,Summer,0,Monday,77.35666666666667,260.87,1.51,96.47726585401695,Poor
20,4,2021,0,2,70.73,204.81,45.32,17.39,1.3,58.95,178,2021-04-20,Summer,0,Tuesday,66.41666666666667,204.81,1.3,72.54782468597296,Moderately Polluted
21,4,2021,0,3,56.54,128.35,31.87,4.41,1.2,44.01,132,2021-04-21,Summer,0,Wednesday,44.39666666666667,128.35,1.2,46.51360044832765,Moderately Polluted
22,4,2021,0,4,53.53,129.73,40.15,5.22,1.38,62.0,152,2021-04-22,Summer,0,Thursday,48.66833333333333,129.73,1.38,46.83773923522213,Moderately Polluted
23,4,2021,0,5,43.49,106.79,40.0,4.76,1.29,57.59,112,2021-04-23,Summer,0,Friday,42.32,106.79,1.29,38.70534743417245,Moderately Polluted
24,4,2021,0,6,57.98,117.01,41.59,6.82,1.29,56.1,96,2021-04-24,Summer,1,Saturday,46.79833333333334,117.01,1.29,42.04195781200808,Satisfactory
25,4,2021,1,7,104.76,189.19,48.65,16.52,1.69,60.4,217,2021-04-25,Summer,1,Sunday,70.20166666666665,189.19,1.69,68.53994263687902,Poor
26,4,2021,0,1,202.91,341.63,73.25,34.42,2.53,51.0,288,2021-04-26,Summer,0,Monday,117.62333333333332,341.63,2.53,129.6377518574997,Poor
27,4,2021,0,2,206.86,365.74,77.02,23.55,2.75,51.18,295,2021-04-27,Summer,0,Tuesday,121.18333333333332,365.74,2.75,139.6839599476857,Poor
28,4,2021,0,3,237.88,432.09,80.54,28.81,2.82,43.01,321,2021-04-28,Summer,0,Wednesday,137.525,432.09,2.82,166.72398084858696,Very Poor
29,4,2021,0,4,215.39,406.98,58.3,25.24,2.21,60.72,303,2021-04-29,Summer,0,Thursday,128.14000000000001,406.98,2.21,155.71394606778162,Very Poor
30,4,2021,0,5,187.38,445.59,11.65,23.63,0.77,35.28,346,2021-04-30,Summer,0,Friday,117.38333333333333,445.59,0.77,174.88739321822675,Very Poor
1,5,2021,0,6,75.01,238.18,46.08,10.7,1.34,69.86,214,2021-05-01,Summer,1,Saturday,73.52833333333332,238.18,1.34,86.0671706091624,Poor
2,5,2021,1,7,83.06,226.18,47.95,11.67,0.69,41.76,193,2021-05-02,Summer,1,Sunday,68.55166666666666,226.18,0.69,82.51076909511065,Moderately Polluted
3,5,2021,0,1,105.77,294.37,39.74,11.49,0.72,27.37,258,2021-05-03,Summer,0,Monday,79.91000000000001,294.37,0.72,111.34474769830861,Poor
4,5,2021,0,2,79.05,188.93,41.41,9.68,0.63,22.98,163,2021-05-04,Summer,0,Tuesday,57.11333333333334,188.93,0.63,70.29767867196375,Moderately Polluted
5,5,2021,0,3,69.61,170.36,38.87,5.29,0.86,59.57,151,2021-05-05,Summer,0,Wednesday,57.42666666666668,170.36,0.86,61.91822822615863,Moderately Polluted
6,5,2021,0,4,54.81,163.54,36.33,4.5,0.62,47.71,128,2021-05-06,Summer,0,Thursday,51.251666666666665,163.54,0.62,59.33938840826274,Moderately Polluted
7,5,2021,0,5,52.47,100.82,42.37,4.33,0.59,42.39,110,2021-05-07,Summer,0,Friday,40.495000000000005,100.82,0.59,36.57848862377996,Moderately Polluted
8,5,2021,0,6,99.07,257.6,56.43,4.48,0.88,37.87,167,2021-05-08,Summer,1,Saturday,76.055,257.6,0.88,96.02684348660016,Moderately Polluted
9,5,2021,1,7,59.8,135.69,42.85,4.63,0.68,53.07,195,2021-05-09,Summer,1,Sunday,49.45333333333334,135.69,0.68,48.96625314098135,Moderately Polluted
10,5,2021,0,1,51.08,94.49,58.1,4.82,0.81,45.97,88,2021-05-10,Summer,0,Monday,42.544999999999995,94.49,0.81,35.18466640455754,Satisfactory
11,5,2021,0,2,57.75,120.48,44.78,5.09,0.46,56.12,111,2021-05-11,Summer,0,Tuesday,47.446666666666665,120.48,0.46,43.644468912643056,Moderately Polluted
12,5,2021,0,3,43.88,141.98,40.29,5.94,0.44,45.14,114,2021-05-12,Summer,0,Wednesday,46.27833333333333,141.98,0.44,50.852828600449214,Moderately Polluted
13,5,2021,0,4,46.61,83.62,35.88,5.15,0.61,54.08,105,2021-05-13,Summer,0,Thursday,37.65833333333334,83.62,0.61,31.28837318664342,Moderately Polluted
14,5,2021,1,5,61.6,120.48,41.78,5.21,0.75,52.06,130,2021-05-14,Summer,0,Friday,46.98,120.48,0.75,43.7053465836847,Moderately Polluted
15,5,2021,0,6,48.99,159.97,41.5,5.51,0.48,38.87,128,2021-05-15,Summer,1,Saturday,49.22,159.97,0.48,57.824714439415956,Moderately Polluted
16,5,2021,1,7,69.96,131.21,51.09,6.72,0.91,50.72,177,2021-05-16,Summer,1,Sunday,51.76833333333334,131.21,0.91,47.45397071549088,Moderately Polluted
17,5,2021,0,1,99.12,211.16,77.57,6.99,1.5,19.69,203,2021-05-17,Summer,0,Monday,69.33833333333332,211.16,1.5,80.02800045400775,Poor
18,5,2021,0,2,30.87,64.67,39.29,5.45,0.44,32.34,92,2021-05-18,Summer,0,Tuesday,28.843333333333334,64.67,0.44,23.50750660250182,Satisfactory
19,5,2021,0,3,38.92,42.26,29.65,5.05,0.48,41.58,72,2021-05-19,Summer,0,Wednesday,26.323333333333334,42.26,0.48,18.851623449100256,Satisfactory
20,5,2021,0,4,58.5,43.06,27.87,5.22,0.41,43.84,48,2021-05-20,Summer,0,Thursday,29.816666666666666,58.5,0.41,23.10112955391287,Good
21,5,2021,0,5,41.1,79.41,48.59,5.34,0.6,52.13,59,2021-05-21,Summer,0,Friday,37.861666666666665,79.41,0.6,30.005079181143092,Satisfactory
22,5,2021,0,6,41.11,61.27,37.99,5.52,0.62,52.32,70,2021-05-22,Summer,1,Saturday,33.138333333333335,61.27,0.62,24.765409277188752,Satisfactory
23,5,2021,1,7,157.53,474.62,35.79,5.42,0.41,44.67,297,2021-05-23,Summer,1,Sunday,119.73999999999997,474.62,0.41,182.95339144164564,Poor
24,5,2021,0,1,61.78,137.99,34.39,5.75,0.35,56.43,134,2021-05-24,Summer,0,Monday,49.44833333333333,137.99,0.35,50.174464587742904,Moderately Polluted
25,5,2021,0,2,51.73,124.95,42.21,6.34,0.36,65.92,122,2021-05-25,Summer,0,Tuesday,48.58500000000001,124.95,0.36,45.37166020766708,Moderately Polluted
26,5,2021,1,3,65.16,149.77,50.38,6.57,0.67,49.01,137,2021-05-26,Summer,0,Wednesday,53.593333333333334,149.77,0.67,53.71618849719949,Moderately Polluted
27,5,2021,0,4,66.99,154.61,64.92,5.8,1.12,41.62,140,2021-05-27,Summer,0,Thursday,55.84333333333334,154.61,1.12,55.969223924105535,Moderately Polluted
28,5,2021,0,5,36.43,85.77,37.42,4.95,0.74,61.64,95,2021-05-28,Summer,0,Friday,37.824999999999996,85.77,0.74,32.631427029782195,Satisfactory
29,5,2021,0,6,27.2,80.39,30.89,5.49,0.54,55.57,76,2021-05-29,Summer,1,Saturday,33.34666666666667,80.39,0.54,30.3415218251601,Satisfactory
30,5,2021,1,7,28.44,138.19,32.34,5.37,0.53,53.79,102,2021-05-30,Summer,1,Sunday,43.11000000000001,138.19,0.53,50.44370049867475,Moderately Polluted
31,5,2021,0,1,44.64,125.09,64.13,5.12,0.93,24.98,113,2021-05-31,Summer,0,Monday,44.14833333333334,125.09,0.93,46.280713657707,Moderately Polluted
1,6,2021,0,2,44.7,108.78,30.79,5.15,0.5,66.73,107,2021-06-01,Monsoon,0,Tuesday,42.775000000000006,108.78,0.5,40.695611925611836,Moderately Polluted
2,6,2021,0,3,61.13,124.94,39.91,5.03,0.77,28.9,132,2021-06-02,Monsoon,0,Wednesday,43.446666666666665,124.94,0.77,45.771421942809106,Moderately Polluted
3,6,2021,0,4,75.96,144.07,39.25,5.17,0.85,66.52,118,2021-06-03,Monsoon,0,Thursday,55.303333333333335,144.07,0.85,53.23205563066925,Moderately Polluted
4,6,2021,0,5,96.17,183.07,43.35,5.0,1.0,68.98,216,2021-06-04,Monsoon,0,Friday,66.26166666666667,183.07,1.0,67.94572228379552,Poor
5,6,2021,0,6,47.42,139.41,49.1,6.32,0.66,39.25,104,2021-06-05,Monsoon,1,Saturday,47.026666666666664,139.41,0.66,49.81267054341361,Moderately Polluted
6,6,2021,1,7,56.79,205.74,41.7,7.0,0.59,25.73,181,2021-06-06,Monsoon,1,Sunday,56.25833333333333,205.74,0.59,76.1765348166131,Moderately Polluted
7,6,2021,0,1,73.07,192.02,49.94,7.69,0.88,30.31,158,2021-06-07,Monsoon,0,Monday,58.98500000000001,192.02,0.88,70.43881621662874,Moderately Polluted
8,6,2021,0,2,96.43,384.33,47.65,7.84,0.8,15.49,194,2021-06-08,Monsoon,0,Tuesday,92.08999999999999,384.33,0.8,147.4431778008057,Moderately Polluted
9,6,2021,0,3,75.25,350.71,42.75,6.91,0.55,23.66,348,2021-06-09,Monsoon,0,Wednesday,83.305,350.71,0.55,133.75884056764247,Very Poor
10,6,2021,0,4,62.83,219.08,41.92,7.56,0.9,38.08,218,2021-06-10,Monsoon,0,Thursday,61.72833333333333,219.08,0.9,80.43216879250906,Poor
11,6,2021,0,5,50.98,134.62,52.56,7.44,0.64,48.9,127,2021-06-11,Monsoon,0,Friday,49.19,134.62,0.64,47.77676213390773,Moderately Polluted
12,6,2021,0,6,37.69,95.55,85.93,9.98,0.66,27.65,114,2021-06-12,Monsoon,1,Saturday,42.91,95.55,0.66,39.37322288053138,Moderately Polluted
13,6,2021,1,7,38.56,73.37,69.08,8.53,0.65,29.04,97,2021-06-13,Monsoon,1,Sunday,36.538333333333334,73.37,0.65,30.160514197650325,Satisfactory
