Date,Month,Year,Holidays_Count,Days,PM2.5,PM10,NO2,SO2,CO,Ozone,AQI,DateTime,Season,IsWeekend,DayName,AvgPollution,MaxPollution,MinPollution,StdPollution,AQI_Category
23,12,2023,0,6,175.83,400.68,120.52,22.98,2.11,32.65,363,2023-12-23,Winter,1,Saturday,125.795,400.68,2.11,150.09196151026876,Very Poor
24,12,2023,1,7,137.21,400.57,140.49,23.31,2.13,32.24,363,2023-12-24,Winter,1,Sunday,122.65833333333332,400.57,2.13,148.55117588449667,Very Poor
25,12,2023,1,1,113.02,400.43,101.24,23.14,1.4,32.19,363,2023-12-25,Winter,0,Monday,111.90333333333335,400.43,1.4,148.19360481028414,Very Poor
26,12,2023,0,2,106.1,397.15,69.8,22.48,1.48,31.01,356,2023-12-26,Winter,0,Tuesday,104.67,397.15,1.48,148.04842451036077,Very Poor
27,12,2023,0,3,97.47,365.02,27.66,21.87,1.76,28.12,296,2023-12-27,Winter,0,Wednesday,90.31666666666666,365.02,1.76,138.44464896364417,Poor
28,12,2023,0,4,90.16,266.07,32.1,21.99,1.07,28.37,261,2023-12-28,Winter,0,Thursday,73.29333333333334,266.07,1.07,99.00562219726042,Poor
29,12,2023,0,5,118.14,469.37,30.62,22.03,1.68,19.07,299,2023-12-29,Winter,0,Friday,110.15166666666666,469.37,1.68,180.69549583945548,Poor
30,12,2023,0,6,98.49,395.9,34.12,21.92,1.37,19.13,390,2023-12-30,Winter,1,Saturday,95.15499999999999,395.9,1.37,151.07795375235926,Very Poor
31,12,2023,1,7,83.37,333.32,29.29,21.99,1.2,19.26,301,2023-12-31,Winter,1,Sunday,81.405,333.32,1.2,126.49583941774529,Very Poor
1,1,2024,0,1,71.18,288.33,24.09,21.92,0.74,19.3,244,2024-01-01,Winter,0,Monday,70.92666666666666,288.33,0.74,109.0422680737459,Poor
2,1,2024,0,2,76.61,290.95,26.95,22.19,0.64,20.15,259,2024-01-02,Winter,0,Tuesday,72.91499999999999,290.95,0.64,109.76934175807014,Poor
3,1,2024,0,3,81.94,308.65,26.41,22.01,1.03,19.65,246,2024-01-03,Winter,0,Wednesday,76.615,308.65,1.03,116.90076847480513,Poor
4,1,2024,0,4,86.58,349.36,21.61,22.18,1.02,19.19,324,2024-01-04,Winter,0,Thursday,83.32333333333334,349.36,1.02,133.58149552489172,Very Poor
5,1,2024,0,5,64.61,267.06,19.8,22.36,0.85,19.28,246,2024-01-05,Winter,0,Friday,65.66000000000001,267.06,0.85,100.88858468627657,Poor
6,1,2024,0,6,78.21,319.32,20.7,22.47,0.8,19.64,220,2024-01-06,Winter,1,Saturday,76.85666666666665,319.32,0.8,121.62248454404583,Poor
7,1,2024,1,7,80.76,334.34,27.08,22.9,0.93,19.93,308,2024-01-07,Winter,1,Sunday,80.99,334.34,0.93,126.96845182957851,Very Poor
8,1,2024,0,1,95.24,373.77,24.92,22.87,0.85,19.55,314,2024-01-08,Winter,0,Monday,89.53333333333332,373.77,0.85,142.9715581039343,Very Poor
9,1,2024,0,2,52.82,212.74,20.55,22.8,0.69,19.65,254,2024-01-09,Winter,0,Tuesday,54.875,212.74,0.69,79.13205083908795,Poor
10,1,2024,0,3,73.62,286.79,22.23,22.86,0.7,20.4,168,2024-01-10,Winter,0,Wednesday,71.10000000000001,286.79,0.7,108.41637422456074,Moderately Polluted
11,1,2024,0,4,99.72,356.85,29.89,21.9,1.0,25.8,314,2024-01-11,Winter,0,Thursday,89.19333333333333,356.85,1.0,135.34619221340017,Very Poor
12,1,2024,0,5,81.41,304.72,28.91,20.95,1.02,27.3,264,2024-01-12,Winter,0,Friday,77.385,304.72,1.02,114.51834625945312,Poor
13,1,2024,0,6,127.48,492.05,36.16,21.31,1.58,27.36,348,2024-01-13,Winter,1,Saturday,117.65666666666665,492.05,1.58,188.58342097508645,Very Poor
14,1,2024,1,7,106.07,327.54,35.14,21.46,1.66,27.05,345,2024-01-14,Winter,1,Sunday,86.48666666666666,327.54,1.66,123.35594410755675,Very Poor
15,1,2024,0,1,70.53,271.14,30.99,21.32,1.1,27.24,222,2024-01-15,Winter,0,Monday,70.38666666666667,271.14,1.1,100.91960516503552,Poor
16,1,2024,0,2,125.14,451.87,48.65,21.62,1.78,28.02,331,2024-01-16,Winter,0,Tuesday,112.84666666666665,451.87,1.78,171.50092194115658,Very Poor
17,1,2024,0,3,95.9,388.59,47.21,21.76,1.36,27.69,360,2024-01-17,Winter,0,Wednesday,97.08500000000002,388.59,1.36,146.36726556850064,Very Poor
18,1,2024,0,4,95.82,374.84,42.41,22.18,1.19,27.17,313,2024-01-18,Winter,0,Thursday,93.93499999999999,374.84,1.19,141.26144424435137,Very Poor
19,1,2024,0,5,118.7,342.32,44.35,22.69,1.28,26.87,295,2024-01-19,Winter,0,Friday,92.70166666666667,342.32,1.28,128.77614086726882,Poor
20,1,2024,0,6,79.2,324.13,40.61,22.07,0.88,27.45,276,2024-01-20,Winter,1,Saturday,82.39,324.13,0.88,121.2392330889634,Poor
21,1,2024,1,7,72.57,257.14,30.47,21.56,0.96,27.35,271,2024-01-21,Winter,1,Sunday,68.34166666666665,257.14,0.96,95.40029631330643,Poor
22,1,2024,0,1,108.32,372.63,40.42,21.67,0.92,28.16,240,2024-01-22,Winter,0,Monday,95.35333333333331,372.63,0.92,140.66270830133575,Poor
23,1,2024,0,2,115.04,429.22,45.74,22.03,1.23,27.73,378,2024-01-23,Winter,0,Tuesday,106.83166666666666,429.22,1.23,162.68614832451675,Very Poor
24,1,2024,0,3,105.87,405.6,39.12,22.06,1.16,27.03,383,2024-01-24,Winter,0,Wednesday,100.13999999999999,405.6,1.16,153.81851891108562,Very Poor
25,1,2024,0,4,80.42,278.84,31.23,21.27,1.0,26.88,242,2024-01-25,Winter,0,Thursday,73.27333333333333,278.84,1.0,104.07352586833343,Poor
26,1,2024,1,5,108.52,404.79,40.1,20.68,1.41,27.25,352,2024-01-26,Winter,0,Friday,100.45833333333333,404.79,1.41,153.5320794383593,Very Poor
27,1,2024,0,6,72.18,299.85,35.5,20.61,0.81,28.03,267,2024-01-27,Winter,1,Saturday,76.16333333333334,299.85,0.81,112.05910398832692,Poor
28,1,2024,1,7,128.46,468.87,54.04,21.03,1.5,27.75,343,2024-01-28,Winter,1,Sunday,116.94166666666666,468.87,1.5,178.00214778666762,Very Poor
29,1,2024,0,1,122.47,471.32,46.09,21.21,1.26,27.04,383,2024-01-29,Winter,0,Monday,114.89833333333333,471.32,1.26,179.5764921604904,Very Poor
30,1,2024,0,2,77.87,287.31,28.29,20.94,1.16,26.72,295,2024-01-30,Winter,0,Tuesday,73.71500000000002,287.31,1.16,107.6675228190934,Poor
31,1,2024,0,3,95.45,328.24,36.78,21.63,1.63,26.71,277,2024-01-31,Winter,0,Wednesday,85.07333333333334,328.24,1.63,123.25913688918428,Poor
1,2,2024,0,4,31.84,108.25,31.22,21.48,0.71,26.98,145,2024-02-01,Winter,0,Thursday,36.74666666666666,108.25,0.71,36.863115259927056,Moderately Polluted
2,2,2024,0,5,44.56,160.64,19.75,21.54,0.91,26.78,131,2024-02-02,Winter,0,Friday,45.69666666666666,160.64,0.91,58.023653337812725,Moderately Polluted
3,2,2024,0,6,52.97,218.9,29.51,21.47,0.76,26.71,152,2024-02-03,Winter,1,Saturday,58.38666666666666,218.9,0.76,80.39255753281311,Moderately Polluted
4,2,2024,1,7,54.29,199.46,29.1,21.64,0.92,26.69,209,2024-02-04,Winter,1,Sunday,55.35,199.46,0.92,72.63368750104871,Poor
5,2,2024,0,1,37.31,142.31,22.29,21.72,0.49,26.81,136,2024-02-05,Winter,0,Monday,41.821666666666665,142.31,0.49,50.67046493438428,Moderately Polluted
6,2,2024,0,2,33.73,142.23,24.61,21.58,0.43,28.14,112,2024-02-06,Winter,0,Tuesday,41.78666666666666,142.23,0.43,50.50490220430751,Moderately Polluted
7,2,2024,0,3,42.73,176.83,27.71,21.51,0.45,32.23,166,2024-02-07,Winter,0,Wednesday,50.24333333333334,176.83,0.45,63.58906530738337,Moderately Polluted
8,2,2024,0,4,42.68,168.67,27.05,21.7,0.46,31.97,172,2024-02-08,Winter,0,Thursday,48.754999999999995,168.67,0.46,60.3883037516372,Moderately Polluted
9,2,2024,0,5,45.43,178.41,33.32,21.86,0.52,28.36,155,2024-02-09,Winter,0,Friday,51.31666666666667,178.41,0.52,64.00977008759419,Moderately Polluted
10,2,2024,0,6,102.56,324.04,43.5,22.07,0.91,28.82,253,2024-02-10,Winter,1,Saturday,86.98333333333335,324.04,0.91,121.10708396566515,Poor
11,2,2024,1,7,57.57,273.84,36.16,22.03,0.63,28.8,247,2024-02-11,Winter,1,Sunday,69.83833333333332,273.84,0.63,101.647427004655,Poor
12,2,2024,0,1,78.2,300.65,41.68,22.57,0.74,27.43,228,2024-02-12,Winter,0,Monday,78.545,300.65,0.74,111.79386400871917,Poor
13,2,2024,0,2,105.22,417.5,33.9,23.06,1.11,26.59,336,2024-02-13,Winter,0,Tuesday,101.23,417.5,1.11,158.9224054688325,Very Poor
14,2,2024,0,3,98.06,369.58,38.95,22.97,1.02,27.29,324,2024-02-14,Winter,0,Wednesday,92.97833333333331,369.58,1.02,139.37419064040034,Very Poor
15,2,2024,0,4,73.63,296.8,40.37,23.15,0.77,28.9,234,2024-02-15,Winter,0,Thursday,77.27,296.8,0.77,110.17183106402473,Poor
16,2,2024,0,5,64.35,264.88,41.3,23.26,0.71,28.82,245,2024-02-16,Winter,0,Friday,70.55333333333333,264.88,0.71,97.48180746511969,Poor
17,2,2024,0,6,65.88,265.95,42.98,23.5,0.7,30.16,220,2024-02-17,Winter,1,Saturday,71.52833333333334,265.95,0.7,97.65388684874075,Poor
18,2,2024,1,7,80.42,323.0,58.36,24.17,1.66,27.38,287,2024-02-18,Winter,1,Sunday,85.83166666666669,323.0,1.66,119.445740722165,Poor
19,2,2024,0,1,60.72,284.13,52.67,23.83,0.66,32.15,241,2024-02-19,Winter,0,Monday,75.69333333333334,284.13,0.66,104.32252578741884,Poor
20,2,2024,0,2,152.51,267.95,44.29,24.34,0.76,27.76,219,2024-02-20,Winter,0,Tuesday,86.26833333333333,267.95,0.76,103.66135777938985,Poor
21,2,2024,0,3,51.62,195.52,29.07,24.21,0.62,28.14,200,2024-02-21,Winter,0,Wednesday,54.86333333333334,195.52,0.62,70.7901345292313,Moderately Polluted
22,2,2024,0,4,41.13,158.72,31.17,24.65,0.44,28.71,146,2024-02-22,Winter,0,Thursday,47.47,158.72,0.44,56.155069227986885,Moderately Polluted
23,2,2024,0,5,41.39,170.18,34.98,25.07,0.4,28.76,137,2024-02-23,Winter,0,Friday,50.129999999999995,170.18,0.4,60.457697607500734,Moderately Polluted
24,2,2024,0,6,54.35,217.67,39.03,25.35,0.56,29.45,175,2024-02-24,Winter,1,Saturday,61.06833333333333,217.67,0.56,78.72951528281288,Moderately Polluted
25,2,2024,1,7,51.36,193.05,42.12,25.6,0.52,28.32,178,2024-02-25,Winter,1,Sunday,56.82833333333334,193.05,0.52,68.93640907870576,Moderately Polluted
26,2,2024,0,1,53.72,208.96,43.78,25.87,0.5,30.47,161,2024-02-26,Winter,0,Monday,60.55000000000001,208.96,0.5,74.92252158063022,Moderately Polluted
27,2,2024,0,2,37.0,135.02,39.12,25.75,0.45,29.74,150,2024-02-27,Winter,0,Tuesday,44.51333333333333,135.02,0.45,46.45188119620848,Moderately Polluted
28,2,2024,0,3,37.13,148.66,35.62,25.76,0.45,29.88,144,2024-02-28,Winter,0,Wednesday,46.25,148.66,0.45,51.90267122220204,Moderately Polluted
29,2,2024,0,4,43.28,167.64,38.41,26.58,0.49,29.55,138,2024-02-29,Winter,0,Thursday,50.99166666666667,167.64,0.49,59.043534249455845,Moderately Polluted
1,3,2024,0,5,63.57,236.03,53.2,26.69,0.81,33.53,192,2024-03-01,Summer,0,Friday,68.97166666666668,236.03,0.81,84.70687585235727,Moderately Polluted
2,3,2024,0,6,20.62,88.07,36.47,26.26,0.42,29.67,111,2024-03-02,Summer,1,Saturday,33.585,88.07,0.42,29.373218243835655,Moderately Polluted
3,3,2024,1,7,42.75,177.31,26.01,26.18,0.34,28.86,126,2024-03-03,Summer,1,Sunday,50.24166666666667,177.31,0.34,63.74319710107633,Moderately Polluted
4,3,2024,0,1,46.01,134.41,27.51,22.96,0.42,30.43,140,2024-03-04,Summer,0,Monday,43.62333333333333,134.41,0.42,46.851083089579326,Moderately Polluted
5,3,2024,0,2,32.29,124.45,25.61,21.0,0.48,33.69,119,2024-03-05,Summer,0,Tuesday,39.586666666666666,124.45,0.48,43.26647693846435,Moderately Polluted
6,3,2024,0,3,35.44,144.44,26.61,21.0,0.56,30.6,121,2024-03-06,Summer,0,Wednesday,43.10833333333334,144.44,0.56,51.097362913037564,Moderately Polluted
7,3,2024,0,4,39.2,161.43,30.67,21.29,0.63,33.31,143,2024-03-07,Summer,0,Thursday,47.754999999999995,161.43,0.63,57.30080409557967,Moderately Polluted
8,3,2024,1,5,42.02,164.19,30.47,21.52,0.59,36.94,149,2024-03-08,Summer,0,Friday,49.28833333333333,164.19,0.59,58.14540512084052,Moderately Polluted
9,3,2024,0,6,38.21,137.57,26.92,21.49,0.52,34.86,124,2024-03-09,Summer,1,Saturday,43.26166666666666,137.57,0.52,48.07925682315261,Moderately Polluted
10,3,2024,1,7,66.15,181.71,30.22,21.63,0.66,31.11,143,2024-03-10,Summer,1,Sunday,55.24666666666668,181.71,0.66,65.46839624327656,Moderately Polluted
11,3,2024,0,1,76.01,211.71,34.02,21.78,0.82,35.36,175,2024-03-11,Summer,0,Monday,63.28333333333333,211.71,0.82,76.74984473382774,Moderately Polluted
12,3,2024,0,2,72.79,187.56,28.53,21.92,0.7,39.58,170,2024-03-12,Summer,0,Tuesday,58.51333333333333,187.56,0.7,67.52153779844375,Moderately Polluted
13,3,2024,0,3,76.89,213.65,29.48,21.97,0.78,34.42,173,2024-03-13,Summer,0,Wednesday,62.865,213.65,0.78,77.95311584535925,Moderately Polluted
14,3,2024,0,4,72.07,192.86,28.96,22.29,0.73,40.57,170,2024-03-14,Summer,0,Thursday,59.580000000000005,192.86,0.73,69.38643902089227,Moderately Polluted
15,3,2024,0,5,53.91,154.0,23.63,22.09,0.49,37.75,133,2024-03-15,Summer,0,Friday,48.645,154.0,0.49,54.58190093794828,Moderately Polluted
16,3,2024,0,6,65.62,172.51,27.06,22.29,0.58,38.8,158,2024-03-16,Summer,1,Saturday,54.47666666666667,172.51,0.58,61.63490136819128,Moderately Polluted
17,3,2024,1,7,81.21,218.49,27.77,22.2,0.69,34.98,179,2024-03-17,Summer,1,Sunday,64.22333333333333,218.49,0.69,80.09146562940815,Moderately Polluted
18,3,2024,0,1,88.8,246.58,28.33,22.4,0.75,34.18,217,2024-03-18,Summer,0,Monday,70.17333333333333,246.58,0.75,91.22997307171953,Poor
19,3,2024,0,2,136.11,304.75,32.55,22.65,0.95,31.97,264,2024-03-19,Summer,0,Tuesday,88.16333333333334,304.75,0.95,116.06667302316659,Poor
20,3,2024,0,3,108.1,268.26,32.93,22.81,0.85,37.18,242,2024-03-20,Summer,0,Wednesday,78.355,268.26,0.85,99.79955646194023,Poor
21,3,2024,0,4,82.11,197.74,34.31,22.78,0.8,38.02,170,2024-03-21,Summer,0,Thursday,62.62666666666667,197.74,0.8,71.3482001641714,Moderately Polluted
22,3,2024,0,5,81.8,193.7,33.85,22.84,0.87,50.3,147,2024-03-22,Summer,0,Friday,63.89333333333334,193.7,0.87,69.1594053377172,Moderately Polluted
23,3,2024,0,6,94.37,232.26,27.84,22.86,0.85,40.47,233,2024-03-23,Summer,1,Saturday,69.77499999999999,232.26,0.85,85.52811157742231,Poor
24,3,2024,1,7,93.02,237.57,23.32,22.93,0.68,36.57,207,2024-03-24,Summer,1,Sunday,69.015,237.57,0.68,88.22838381156033,Poor
25,3,2024,1,1,83.81,185.35,19.26,23.15,0.74,37.95,193,2024-03-25,Summer,0,Monday,58.37666666666666,185.35,0.74,68.23393222339357,Moderately Polluted
26,3,2024,0,2,68.2,149.41,20.65,23.19,0.61,39.49,108,2024-03-26,Summer,0,Tuesday,50.25833333333335,149.41,0.61,53.55972084194116,Moderately Polluted
27,3,2024,0,3,74.56,170.6,20.34,23.61,0.81,43.59,175,2024-03-27,Summer,0,Wednesday,55.585,170.6,0.81,61.63974716041589,Moderately Polluted
28,3,2024,0,4,70.45,157.24,19.36,23.82,0.59,51.82,138,2024-03-28,Summer,0,Thursday,53.879999999999995,157.24,0.59,56.3864455343658,Moderately Polluted
29,3,2024,1,5,98.41,227.94,10.69,25.27,0.96,27.97,189,2024-03-29,Summer,0,Friday,65.20666666666666,227.94,0.96,86.79378656716544,Moderately Polluted
30,3,2024,0,6,82.81,195.04,10.36,26.25,1.05,69.12,176,2024-03-30,Summer,1,Saturday,64.105,195.04,1.05,71.85605131093693,Moderately Polluted
31,3,2024,1,7,81.63,198.64,7.14,26.14,0.93,58.41,222,2024-03-31,Summer,1,Sunday,62.14833333333333,198.64,0.93,73.61207330775751,Poor
1,4,2024,0,1,55.38,135.4,6.66,25.97,0.6,42.98,120,2024-04-01,Summer,0,Monday,44.498333333333335,135.4,0.6,49.16488845371935,Moderately Polluted
2,4,2024,0,2,74.54,181.94,9.52,25.85,0.65,42.76,145,2024-04-02,Summer,0,Tuesday,55.876666666666665,181.94,0.65,67.10120257243284,Moderately Polluted
3,4,2024,0,3,97.29,229.66,14.65,26.29,0.87,59.09,146,2024-04-03,Summer,0,Wednesday,71.30833333333334,229.66,0.87,84.9681833197972,Moderately Polluted
4,4,2024,0,4,67.26,174.75,12.76,26.34,0.68,52.26,159,2024-04-04,Summer,0,Thursday,55.67499999999999,174.75,0.68,63.32680246151704,Moderately Polluted
5,4,2024,0,5,66.6,172.58,11.18,26.87,0.63,50.86,161,2024-04-05,Summer,0,Friday,54.78666666666667,172.58,0.63,62.68025069084095,Moderately Polluted
6,4,2024,0,6,76.92,199.97,12.01,26.39,0.65,52.36,167,2024-04-06,Summer,1,Saturday,61.383333333333326,199.97,0.65,73.3210337261189,Moderately Polluted
7,4,2024,1,7,129.98,358.42,16.13,26.96,1.28,29.7,229,2024-04-07,Summer,1,Sunday,93.745,358.42,1.28,137.47850271951611,Poor
8,4,2024,0,1,79.64,248.75,11.45,26.27,0.56,85.91,212,2024-04-08,Summer,0,Monday,75.42999999999999,248.75,0.56,91.95981709420695,Poor
9,4,2024,0,2,80.33,209.65,17.74,26.89,0.9,56.1,203,2024-04-09,Summer,0,Tuesday,65.26833333333333,209.65,0.9,76.19986756331448,Poor
10,4,2024,0,3,125.24,347.63,17.27,28.4,1.26,67.4,242,2024-04-10,Summer,0,Wednesday,97.86666666666666,347.63,1.26,130.1641489299825,Poor
11,4,2024,1,4,111.56,299.64,11.89,28.13,1.4,68.87,269,2024-04-11,Summer,0,Thursday,86.915,299.64,1.4,111.87686601795743,Poor
12,4,2024,0,5,117.36,307.13,14.29,29.8,1.23,46.89,230,2024-04-12,Summer,0,Friday,86.11666666666667,307.13,1.23,115.67035396620288,Poor
13,4,2024,0,6,71.35,202.41,12.02,27.64,1.0,68.71,195,2024-04-13,Summer,1,Saturday,63.85499999999999,202.41,1.0,73.79211143475975,Moderately Polluted
14,4,2024,1,7,47.93,121.73,9.4,27.72,0.67,41.3,130,2024-04-14,Summer,1,Sunday,41.458333333333336,121.73,0.67,43.279590301511256,Moderately Polluted
15,4,2024,0,1,91.4,208.54,9.69,28.3,0.95,91.84,240,2024-04-15,Summer,0,Monday,71.78666666666668,208.54,0.95,77.78587626726762,Poor
16,4,2024,0,2,110.81,330.39,10.23,28.46,1.17,64.89,268,2024-04-16,Summer,0,Tuesday,90.99166666666667,330.39,1.17,124.00501061113081,Poor
17,4,2024,1,3,111.72,724.37,7.82,28.44,0.49,77.58,367,2024-04-17,Summer,0,Wednesday,158.40333333333336,724.37,0.49,280.5467667727908,Very Poor
18,4,2024,0,4,69.16,179.04,8.01,28.7,0.57,68.78,178,2024-04-18,Summer,0,Thursday,59.04333333333333,179.04,0.57,65.63626944507637,Moderately Polluted
19,4,2024,0,5,90.05,243.93,8.54,28.76,0.77,51.72,177,2024-04-19,Summer,0,Friday,70.62833333333333,243.93,0.77,90.83644542069372,Moderately Polluted
20,4,2024,0,6,74.17,194.12,5.48,28.71,0.56,85.99,194,2024-04-20,Summer,1,Saturday,64.83833333333334,194.12,0.56,72.39971641288842,Moderately Polluted
21,4,2024,1,7,51.68,136.82,4.82,28.32,0.49,104.63,131,2024-04-21,Summer,1,Sunday,54.46,136.82,0.49,55.44026875836732,Moderately Polluted
22,4,2024,0,1,41.15,113.59,4.74,28.1,0.51,98.62,106,2024-04-22,Summer,0,Monday,47.785000000000004,113.59,0.51,47.820111564068945,Moderately Polluted
23,4,2024,0,2,93.78,263.09,7.07,29.37,0.73,88.43,233,2024-04-23,Summer,0,Tuesday,80.41166666666668,263.09,0.73,97.92629808517559,Poor
24,4,2024,0,3,106.91,194.36,7.55,28.96,0.9,86.02,214,2024-04-24,Summer,0,Wednesday,70.78333333333332,194.36,0.9,74.08078095340699,Poor
25,4,2024,0,4,88.55,248.08,6.56,31.63,0.79,101.9,204,2024-04-25,Summer,0,Thursday,79.585,248.08,0.79,92.53094633688774,Poor
26,4,2024,0,5,73.65,194.4,8.13,29.53,0.8,102.47,223,2024-04-26,Summer,0,Friday,68.16333333333334,194.4,0.8,73.18073671852906,Poor
27,4,2024,0,6,82.34,230.87,6.06,28.99,0.64,89.65,173,2024-04-27,Summer,1,Saturday,73.09166666666668,230.87,0.64,85.95482288194576,Moderately Polluted
28,4,2024,1,7,64.9,167.4,5.1,29.41,0.62,99.76,222,2024-04-28,Summer,1,Sunday,61.19833333333333,167.4,0.62,64.19774775384778,Poor
29,4,2024,0,1,94.34,244.66,6.1,30.67,0.71,103.21,218,2024-04-29,Summer,0,Monday,79.94833333333334,244.66,0.71,91.69384088730642,Poor
30,4,2024,0,2,75.9,204.31,5.12,30.0,0.63,72.39,178,2024-04-30,Summer,0,Tuesday,64.72500000000001,204.31,0.63,75.54383594973187,Moderately Polluted
1,5,2024,0,3,77.86,226.19,5.08,30.0,0.57,83.47,191,2024-05-01,Summer,0,Wednesday,70.52833333333332,226.19,0.57,83.99046741545536,Moderately Polluted
2,5,2024,0,4,94.57,239.55,20.93,30.73,0.72,90.4,191,2024-05-02,Summer,0,Thursday,79.48333333333335,239.55,0.72,87.151777874388,Moderately Polluted
3,5,2024,0,5,127.5,448.43,27.06,33.22,0.95,91.32,301,2024-05-03,Summer,0,Friday,121.41333333333334,448.43,0.95,166.77804815582496,Very Poor
4,5,2024,0,6,122.0,356.84,36.93,35.75,1.28,96.53,281,2024-05-04,Summer,1,Saturday,108.22166666666665,356.84,1.28,129.54441515042888,Poor
5,5,2024,1,7,153.83,427.0,35.82,39.64,1.7,84.36,294,2024-05-05,Summer,1,Sunday,123.72500000000002,427.0,1.7,157.55590547485042,Poor
6,5,2024,0,1,121.52,293.6,29.25,33.11,1.0,98.86,248,2024-05-06,Summer,0,Monday,96.22333333333334,293.6,1.0,106.90240907793738,Poor
7,5,2024,0,2,157.49,369.89,29.94,33.33,1.42,73.35,310,2024-05-07,Summer,0,Tuesday,110.90333333333335,369.89,1.42,137.9956140848928,Very Poor
8,5,2024,0,3,103.65,249.75,21.28,29.76,1.0,82.11,248,2024-05-08,Summer,0,Wednesday,81.25833333333333,249.75,1.0,91.1947725292775,Poor
9,5,2024,0,4,86.88,180.25,14.5,29.87,0.82,95.45,180,2024-05-09,Summer,0,Thursday,67.96166666666666,180.25,0.82,67.14061346656483,Moderately Polluted
10,5,2024,0,5,115.57,213.91,13.6,32.73,0.82,102.37,210,2024-05-10,Summer,0,Friday,79.83333333333334,213.91,0.82,80.75920818499068,Poor
11,5,2024,0,6,118.86,313.12,7.46,28.01,0.34,102.76,300,2024-05-11,Summer,1,Saturday,95.09166666666665,313.12,0.34,117.74313439290917,Poor
12,5,2024,1,7,95.0,191.29,7.78,29.78,0.57,98.08,174,2024-05-12,Summer,1,Sunday,70.41666666666664,191.29,0.57,72.709298625875,Moderately Polluted
13,5,2024,0,1,114.96,245.56,10.94,30.48,0.67,62.08,254,2024-05-13,Summer,0,Monday,77.44833333333334,245.56,0.67,92.11855240214464,Poor
14,5,2024,0,2,134.94,314.93,18.2,31.12,0.75,30.77,258,2024-05-14,Summer,0,Tuesday,88.45166666666667,314.93,0.75,120.57742266554992,Poor
15,5,2024,0,3,156.45,321.92,26.59,35.44,1.2,39.86,298,2024-05-15,Summer,0,Wednesday,96.91000000000001,321.92,1.2,122.7298509735916,Poor
16,5,2024,0,4,126.34,280.51,27.22,31.57,1.16,35.71,259,2024-05-16,Summer,0,Thursday,83.75166666666668,280.51,1.16,105.4284104815522,Poor
17,5,2024,0,5,108.1,243.44,26.87,30.01,0.93,34.19,249,2024-05-17,Summer,0,Friday,73.92333333333333,243.44,0.93,90.50205117380858,Poor
18,5,2024,0,6,133.35,284.89,33.85,33.22,0.7,38.31,291,2024-05-18,Summer,1,Saturday,87.38666666666667,284.89,0.7,106.62410096533836,Poor
19,5,2024,1,7,114.26,256.32,31.49,32.97,0.56,34.34,244,2024-05-19,Summer,1,Sunday,78.32333333333332,256.32,0.56,95.08544886924952,Poor
20,5,2024,0,1,158.03,366.53,30.4,33.13,0.54,36.09,279,2024-05-20,Summer,0,Monday,104.11999999999999,366.53,0.54,139.71142544545165,Poor
21,5,2024,0,2,125.18,288.44,31.5,31.01,1.18,29.09,275,2024-05-21,Summer,0,Tuesday,84.39999999999999,288.44,1.18,108.56242130682237,Poor
22,5,2024,0,3,95.22,201.08,34.0,30.52,3.81,28.28,227,2024-05-22,Summer,0,Wednesday,65.485,201.08,3.81,73.03704313565824,Poor
23,5,2024,1,4,75.15,154.37,31.13,30.25,1.08,28.01,158,2024-05-23,Summer,0,Thursday,53.33166666666667,154.37,1.08,54.92155366217043,Moderately Polluted
24,5,2024,0,5,75.25,148.72,30.11,30.53,0.57,29.42,138,2024-05-24,Summer,0,Friday,52.43333333333334,148.72,0.57,52.89466614571517,Moderately Polluted
25,5,2024,0,6,84.83,178.63,30.42,31.13,0.58,29.5,197,2024-05-25,Summer,1,Saturday,59.181666666666665,178.63,0.58,64.58332212473022,Moderately Polluted
26,5,2024,1,7,91.93,198.16,29.25,34.03,0.54,30.34,184,2024-05-26,Summer,1,Sunday,64.04166666666667,198.16,0.54,72.17327855007466,Moderately Polluted
27,5,2024,0,1,120.85,244.94,28.39,33.09,0.93,32.36,251,2024-05-27,Summer,0,Monday,76.76,244.94,0.93,91.86589704563931,Poor
28,5,2024,0,2,127.62,282.7,27.45,33.88,1.28,37.17,265,2024-05-28,Summer,0,Tuesday,85.01666666666667,282.7,1.28,105.94692721672803,Poor
29,5,2024,0,3,103.57,231.0,28.57,31.59,0.66,32.63,229,2024-05-29,Summer,0,Wednesday,71.33666666666666,231.0,0.66,85.3622285713457,Poor
30,5,2024,0,4,81.19,244.07,31.15,30.6,0.61,42.61,150,2024-05-30,Summer,0,Thursday,71.705,244.07,0.61,88.35723575350238,Moderately Polluted
31,5,2024,0,5,97.29,322.16,31.3,34.41,0.67,72.38,256,2024-05-31,Summer,0,Friday,93.03500000000001,322.16,0.67,117.23684894264261,Poor
1,6,2024,0,6,138.23,384.78,30.11,34.62,0.56,61.55,273,2024-06-01,Monsoon,1,Saturday,108.30833333333332,384.78,0.56,143.29890682299938,Poor
2,6,2024,1,7,59.75,180.47,28.53,33.23,0.74,74.34,180,2024-06-02,Monsoon,1,Sunday,62.84333333333334,180.47,0.74,63.069728290731256,Moderately Polluted
3,6,2024,0,1,72.46,176.55,28.08,34.13,0.82,73.23,162,2024-06-03,Monsoon,0,Monday,64.21166666666666,176.55,0.82,61.64117760609921,Moderately Polluted
